:START_ID(GridCell),:END_ID(GridCell),distance_m:float
ghsl_5929_cell_00762,ghsl_5929_cell_00763,1000.0
ghsl_5929_cell_00762,ghsl_5929_cell_00826,1414.2
ghsl_5929_cell_00762,ghsl_5929_cell_00827,1000.0
ghsl_5929_cell_00762,ghsl_5929_cell_00828,1414.2
ghsl_5929_cell_00763,ghsl_5929_cell_00700,1414.2
ghsl_5929_cell_00763,ghsl_5929_cell_00701,1000.0
ghsl_5929_cell_00763,ghsl_5929_cell_00702,1414.2
ghsl_5929_cell_00763,ghsl_5929_cell_00762,1000.0
ghsl_5929_cell_00763,ghsl_5929_cell_00764,1000.0
ghsl_5929_cell_00763,ghsl_5929_cell_00827,1414.2
ghsl_5929_cell_00763,ghsl_5929_cell_00828,1000.0
ghsl_5929_cell_00763,ghsl_5929_cell_00829,1414.2
ghsl_5929_cell_00764,ghsl_5929_cell_00701,1414.2
ghsl_5929_cell_00764,ghsl_5929_cell_00702,1000.0
ghsl_5929_cell_00764,ghsl_5929_cell_00703,1414.2
ghsl_5929_cell_00764,ghsl_5929_cell_00763,1000.0
ghsl_5929_cell_00764,ghsl_5929_cell_00765,1000.0
ghsl_5929_cell_00764,ghsl_5929_cell_00828,1414.2
ghsl_5929_cell_00764,ghsl_5929_cell_00829,1000.0
ghsl_5929_cell_00764,ghsl_5929_cell_00830,1414.2
ghsl_5929_cell_00765,ghsl_5929_cell_00702,1414.2
ghsl_5929_cell_00765,ghsl_5929_cell_00703,1000.0
ghsl_5929_cell_00765,ghsl_5929_cell_00704,1414.2
ghsl_5929_cell_00765,ghsl_5929_cell_00764,1000.0
ghsl_5929_cell_00765,ghsl_5929_cell_00766,1000.0
ghsl_5929_cell_00765,ghsl_5929_cell_00829,1414.2
ghsl_5929_cell_00765,ghsl_5929_cell_00830,1000.0
ghsl_5929_cell_00765,ghsl_5929_cell_00831,1414.2
ghsl_5929_cell_00766,ghsl_5929_cell_00703,1414.2
ghsl_5929_cell_00766,ghsl_5929_cell_00704,1000.0
ghsl_5929_cell_00766,ghsl_5929_cell_00705,1414.2
ghsl_5929_cell_00766,ghsl_5929_cell_00765,1000.0
ghsl_5929_cell_00766,ghsl_5929_cell_00767,1000.0
ghsl_5929_cell_00766,ghsl_5929_cell_00830,1414.2
ghsl_5929_cell_00766,ghsl_5929_cell_00831,1000.0
ghsl_5929_cell_00766,ghsl_5929_cell_00832,1414.2
ghsl_5929_cell_00767,ghsl_5929_cell_00704,1414.2
ghsl_5929_cell_00767,ghsl_5929_cell_00705,1000.0
ghsl_5929_cell_00767,ghsl_5929_cell_00706,1414.2
ghsl_5929_cell_00767,ghsl_5929_cell_00766,1000.0
ghsl_5929_cell_00767,ghsl_5929_cell_00768,1000.0
ghsl_5929_cell_00767,ghsl_5929_cell_00831,1414.2
ghsl_5929_cell_00767,ghsl_5929_cell_00832,1000.0
ghsl_5929_cell_00767,ghsl_5929_cell_00833,1414.2
ghsl_5929_cell_00768,ghsl_5929_cell_00705,1414.2
ghsl_5929_cell_00768,ghsl_5929_cell_00706,1000.0
ghsl_5929_cell_00768,ghsl_5929_cell_00707,1414.2
ghsl_5929_cell_00768,ghsl_5929_cell_00767,1000.0
ghsl_5929_cell_00768,ghsl_5929_cell_00769,1000.0
ghsl_5929_cell_00768,ghsl_5929_cell_00832,1414.2
ghsl_5929_cell_00768,ghsl_5929_cell_00833,1000.0
ghsl_5929_cell_00768,ghsl_5929_cell_00834,1414.2
ghsl_5929_cell_00769,ghsl_5929_cell_00706,1414.2
ghsl_5929_cell_00769,ghsl_5929_cell_00707,1000.0
ghsl_5929_cell_00769,ghsl_5929_cell_00708,1414.2
ghsl_5929_cell_00769,ghsl_5929_cell_00768,1000.0
ghsl_5929_cell_00769,ghsl_5929_cell_00770,1000.0
ghsl_5929_cell_00769,ghsl_5929_cell_00833,1414.2
ghsl_5929_cell_00769,ghsl_5929_cell_00834,1000.0
ghsl_5929_cell_00769,ghsl_5929_cell_00835,1414.2
ghsl_5929_cell_00770,ghsl_5929_cell_00707,1414.2
ghsl_5929_cell_00770,ghsl_5929_cell_00708,1000.0
ghsl_5929_cell_00770,ghsl_5929_cell_00709,1414.2
ghsl_5929_cell_00770,ghsl_5929_cell_00769,1000.0
ghsl_5929_cell_00770,ghsl_5929_cell_00771,1000.0
ghsl_5929_cell_00770,ghsl_5929_cell_00834,1414.2
ghsl_5929_cell_00770,ghsl_5929_cell_00835,1000.0
ghsl_5929_cell_00770,ghsl_5929_cell_00836,1414.2
ghsl_5929_cell_00771,ghsl_5929_cell_00708,1414.2
ghsl_5929_cell_00771,ghsl_5929_cell_00709,1000.0
ghsl_5929_cell_00771,ghsl_5929_cell_00710,1414.2
ghsl_5929_cell_00771,ghsl_5929_cell_00770,1000.0
ghsl_5929_cell_00771,ghsl_5929_cell_00772,1000.0
ghsl_5929_cell_00771,ghsl_5929_cell_00835,1414.2
ghsl_5929_cell_00771,ghsl_5929_cell_00836,1000.0
ghsl_5929_cell_00771,ghsl_5929_cell_00837,1414.2
ghsl_5929_cell_00772,ghsl_5929_cell_00709,1414.2
ghsl_5929_cell_00772,ghsl_5929_cell_00710,1000.0
ghsl_5929_cell_00772,ghsl_5929_cell_00711,1414.2
ghsl_5929_cell_00772,ghsl_5929_cell_00771,1000.0
ghsl_5929_cell_00772,ghsl_5929_cell_00773,1000.0
ghsl_5929_cell_00772,ghsl_5929_cell_00836,1414.2
ghsl_5929_cell_00772,ghsl_5929_cell_00837,1000.0
ghsl_5929_cell_00772,ghsl_5929_cell_00838,1414.2
ghsl_5929_cell_00773,ghsl_5929_cell_00710,1414.2
ghsl_5929_cell_00773,ghsl_5929_cell_00711,1000.0
ghsl_5929_cell_00773,ghsl_5929_cell_00712,1414.2
ghsl_5929_cell_00773,ghsl_5929_cell_00772,1000.0
ghsl_5929_cell_00773,ghsl_5929_cell_00774,1000.0
ghsl_5929_cell_00773,ghsl_5929_cell_00837,1414.2
ghsl_5929_cell_00773,ghsl_5929_cell_00838,1000.0
ghsl_5929_cell_00773,ghsl_5929_cell_00839,1414.2
ghsl_5929_cell_00774,ghsl_5929_cell_00711,1414.2
ghsl_5929_cell_00774,ghsl_5929_cell_00712,1000.0
ghsl_5929_cell_00774,ghsl_5929_cell_00713,1414.2
ghsl_5929_cell_00774,ghsl_5929_cell_00773,1000.0
ghsl_5929_cell_00774,ghsl_5929_cell_00775,1000.0
ghsl_5929_cell_00774,ghsl_5929_cell_00838,1414.2
ghsl_5929_cell_00774,ghsl_5929_cell_00839,1000.0
ghsl_5929_cell_00774,ghsl_5929_cell_00840,1414.2
ghsl_5929_cell_00775,ghsl_5929_cell_00712,1414.2
ghsl_5929_cell_00775,ghsl_5929_cell_00713,1000.0
ghsl_5929_cell_00775,ghsl_5929_cell_00714,1414.2
ghsl_5929_cell_00775,ghsl_5929_cell_00774,1000.0
ghsl_5929_cell_00775,ghsl_5929_cell_00776,1000.0
ghsl_5929_cell_00775,ghsl_5929_cell_00839,1414.2
ghsl_5929_cell_00775,ghsl_5929_cell_00840,1000.0
ghsl_5929_cell_00775,ghsl_5929_cell_00841,1414.2
ghsl_5929_cell_00776,ghsl_5929_cell_00713,1414.2
ghsl_5929_cell_00776,ghsl_5929_cell_00714,1000.0
ghsl_5929_cell_00776,ghsl_5929_cell_00715,1414.2
ghsl_5929_cell_00776,ghsl_5929_cell_00775,1000.0
ghsl_5929_cell_00776,ghsl_5929_cell_00777,1000.0
ghsl_5929_cell_00776,ghsl_5929_cell_00840,1414.2
ghsl_5929_cell_00776,ghsl_5929_cell_00841,1000.0
ghsl_5929_cell_00776,ghsl_5929_cell_00842,1414.2
ghsl_5929_cell_00777,ghsl_5929_cell_00714,1414.2
ghsl_5929_cell_00777,ghsl_5929_cell_00715,1000.0
ghsl_5929_cell_00777,ghsl_5929_cell_00716,1414.2
ghsl_5929_cell_00777,ghsl_5929_cell_00776,1000.0
ghsl_5929_cell_00777,ghsl_5929_cell_00778,1000.0
ghsl_5929_cell_00777,ghsl_5929_cell_00841,1414.2
ghsl_5929_cell_00777,ghsl_5929_cell_00842,1000.0
ghsl_5929_cell_00777,ghsl_5929_cell_00843,1414.2
ghsl_5929_cell_00778,ghsl_5929_cell_00715,1414.2
ghsl_5929_cell_00778,ghsl_5929_cell_00716,1000.0
ghsl_5929_cell_00778,ghsl_5929_cell_00717,1414.2
ghsl_5929_cell_00778,ghsl_5929_cell_00777,1000.0
ghsl_5929_cell_00778,ghsl_5929_cell_00779,1000.0
ghsl_5929_cell_00778,ghsl_5929_cell_00842,1414.2
ghsl_5929_cell_00778,ghsl_5929_cell_00843,1000.0
ghsl_5929_cell_00778,ghsl_5929_cell_00844,1414.2
ghsl_5929_cell_00779,ghsl_5929_cell_00716,1414.2
ghsl_5929_cell_00779,ghsl_5929_cell_00717,1000.0
ghsl_5929_cell_00779,ghsl_5929_cell_00718,1414.2
ghsl_5929_cell_00779,ghsl_5929_cell_00778,1000.0
ghsl_5929_cell_00779,ghsl_5929_cell_00780,1000.0
ghsl_5929_cell_00779,ghsl_5929_cell_00843,1414.2
ghsl_5929_cell_00779,ghsl_5929_cell_00844,1000.0
ghsl_5929_cell_00779,ghsl_5929_cell_00845,1414.2
ghsl_5929_cell_00780,ghsl_5929_cell_00717,1414.2
ghsl_5929_cell_00780,ghsl_5929_cell_00718,1000.0
ghsl_5929_cell_00780,ghsl_5929_cell_00719,1414.2
ghsl_5929_cell_00780,ghsl_5929_cell_00779,1000.0
ghsl_5929_cell_00780,ghsl_5929_cell_00781,1000.0
ghsl_5929_cell_00780,ghsl_5929_cell_00844,1414.2
ghsl_5929_cell_00780,ghsl_5929_cell_00845,1000.0
ghsl_5929_cell_00780,ghsl_5929_cell_00846,1414.2
ghsl_5929_cell_00781,ghsl_5929_cell_00718,1414.2
ghsl_5929_cell_00781,ghsl_5929_cell_00719,1000.0
ghsl_5929_cell_00781,ghsl_5929_cell_00720,1414.2
ghsl_5929_cell_00781,ghsl_5929_cell_00780,1000.0
ghsl_5929_cell_00781,ghsl_5929_cell_00782,1000.0
ghsl_5929_cell_00781,ghsl_5929_cell_00845,1414.2
ghsl_5929_cell_00781,ghsl_5929_cell_00846,1000.0
ghsl_5929_cell_00781,ghsl_5929_cell_00847,1414.2
ghsl_5929_cell_00782,ghsl_5929_cell_00719,1414.2
ghsl_5929_cell_00782,ghsl_5929_cell_00720,1000.0
ghsl_5929_cell_00782,ghsl_5929_cell_00721,1414.2
ghsl_5929_cell_00782,ghsl_5929_cell_00781,1000.0
ghsl_5929_cell_00782,ghsl_5929_cell_00783,1000.0
ghsl_5929_cell_00782,ghsl_5929_cell_00846,1414.2
ghsl_5929_cell_00782,ghsl_5929_cell_00847,1000.0
ghsl_5929_cell_00782,ghsl_5929_cell_00848,1414.2
ghsl_5929_cell_00783,ghsl_5929_cell_00720,1414.2
ghsl_5929_cell_00783,ghsl_5929_cell_00721,1000.0
ghsl_5929_cell_00783,ghsl_5929_cell_00722,1414.2
ghsl_5929_cell_00783,ghsl_5929_cell_00782,1000.0
ghsl_5929_cell_00783,ghsl_5929_cell_00784,1000.0
ghsl_5929_cell_00783,ghsl_5929_cell_00847,1414.2
ghsl_5929_cell_00783,ghsl_5929_cell_00848,1000.0
ghsl_5929_cell_00783,ghsl_5929_cell_00849,1414.2
ghsl_5929_cell_00784,ghsl_5929_cell_00721,1414.2
ghsl_5929_cell_00784,ghsl_5929_cell_00722,1000.0
ghsl_5929_cell_00784,ghsl_5929_cell_00723,1414.2
ghsl_5929_cell_00784,ghsl_5929_cell_00783,1000.0
ghsl_5929_cell_00784,ghsl_5929_cell_00785,1000.0
ghsl_5929_cell_00784,ghsl_5929_cell_00848,1414.2
ghsl_5929_cell_00784,ghsl_5929_cell_00849,1000.0
ghsl_5929_cell_00784,ghsl_5929_cell_00850,1414.2
ghsl_5929_cell_00785,ghsl_5929_cell_00722,1414.2
ghsl_5929_cell_00785,ghsl_5929_cell_00723,1000.0
ghsl_5929_cell_00785,ghsl_5929_cell_00724,1414.2
ghsl_5929_cell_00785,ghsl_5929_cell_00784,1000.0
ghsl_5929_cell_00785,ghsl_5929_cell_00786,1000.0
ghsl_5929_cell_00785,ghsl_5929_cell_00849,1414.2
ghsl_5929_cell_00785,ghsl_5929_cell_00850,1000.0
ghsl_5929_cell_00785,ghsl_5929_cell_00851,1414.2
ghsl_5929_cell_00786,ghsl_5929_cell_00723,1414.2
ghsl_5929_cell_00786,ghsl_5929_cell_00724,1000.0
ghsl_5929_cell_00786,ghsl_5929_cell_00725,1414.2
ghsl_5929_cell_00786,ghsl_5929_cell_00785,1000.0
ghsl_5929_cell_00786,ghsl_5929_cell_00787,1000.0
ghsl_5929_cell_00786,ghsl_5929_cell_00850,1414.2
ghsl_5929_cell_00786,ghsl_5929_cell_00851,1000.0
ghsl_5929_cell_00786,ghsl_5929_cell_00852,1414.2
ghsl_5929_cell_00787,ghsl_5929_cell_00724,1414.2
ghsl_5929_cell_00787,ghsl_5929_cell_00725,1000.0
ghsl_5929_cell_00787,ghsl_5929_cell_00726,1414.2
ghsl_5929_cell_00787,ghsl_5929_cell_00786,1000.0
ghsl_5929_cell_00787,ghsl_5929_cell_00788,1000.0
ghsl_5929_cell_00787,ghsl_5929_cell_00851,1414.2
ghsl_5929_cell_00787,ghsl_5929_cell_00852,1000.0
ghsl_5929_cell_00787,ghsl_5929_cell_00853,1414.2
ghsl_5929_cell_00788,ghsl_5929_cell_00725,1414.2
ghsl_5929_cell_00788,ghsl_5929_cell_00726,1000.0
ghsl_5929_cell_00788,ghsl_5929_cell_00727,1414.2
ghsl_5929_cell_00788,ghsl_5929_cell_00787,1000.0
ghsl_5929_cell_00788,ghsl_5929_cell_00789,1000.0
ghsl_5929_cell_00788,ghsl_5929_cell_00852,1414.2
ghsl_5929_cell_00788,ghsl_5929_cell_00853,1000.0
ghsl_5929_cell_00788,ghsl_5929_cell_00854,1414.2
ghsl_5929_cell_00789,ghsl_5929_cell_00726,1414.2
ghsl_5929_cell_00789,ghsl_5929_cell_00727,1000.0
ghsl_5929_cell_00789,ghsl_5929_cell_00728,1414.2
ghsl_5929_cell_00789,ghsl_5929_cell_00788,1000.0
ghsl_5929_cell_00789,ghsl_5929_cell_00790,1000.0
ghsl_5929_cell_00789,ghsl_5929_cell_00853,1414.2
ghsl_5929_cell_00789,ghsl_5929_cell_00854,1000.0
ghsl_5929_cell_00789,ghsl_5929_cell_00855,1414.2
ghsl_5929_cell_00790,ghsl_5929_cell_00727,1414.2
ghsl_5929_cell_00790,ghsl_5929_cell_00728,1000.0
ghsl_5929_cell_00790,ghsl_5929_cell_00729,1414.2
ghsl_5929_cell_00790,ghsl_5929_cell_00789,1000.0
ghsl_5929_cell_00790,ghsl_5929_cell_00791,1000.0
ghsl_5929_cell_00790,ghsl_5929_cell_00854,1414.2
ghsl_5929_cell_00790,ghsl_5929_cell_00855,1000.0
ghsl_5929_cell_00790,ghsl_5929_cell_00856,1414.2
ghsl_5929_cell_00791,ghsl_5929_cell_00728,1414.2
ghsl_5929_cell_00791,ghsl_5929_cell_00729,1000.0
ghsl_5929_cell_00791,ghsl_5929_cell_00730,1414.2
ghsl_5929_cell_00791,ghsl_5929_cell_00790,1000.0
ghsl_5929_cell_00791,ghsl_5929_cell_00792,1000.0
ghsl_5929_cell_00791,ghsl_5929_cell_00855,1414.2
ghsl_5929_cell_00791,ghsl_5929_cell_00856,1000.0
ghsl_5929_cell_00791,ghsl_5929_cell_00857,1414.2
ghsl_5929_cell_00792,ghsl_5929_cell_00729,1414.2
ghsl_5929_cell_00792,ghsl_5929_cell_00730,1000.0
ghsl_5929_cell_00792,ghsl_5929_cell_00731,1414.2
ghsl_5929_cell_00792,ghsl_5929_cell_00791,1000.0
ghsl_5929_cell_00792,ghsl_5929_cell_00793,1000.0
ghsl_5929_cell_00792,ghsl_5929_cell_00856,1414.2
ghsl_5929_cell_00792,ghsl_5929_cell_00857,1000.0
ghsl_5929_cell_00792,ghsl_5929_cell_00858,1414.2
ghsl_5929_cell_00793,ghsl_5929_cell_00730,1414.2
ghsl_5929_cell_00793,ghsl_5929_cell_00731,1000.0
ghsl_5929_cell_00793,ghsl_5929_cell_00732,1414.2
ghsl_5929_cell_00793,ghsl_5929_cell_00792,1000.0
ghsl_5929_cell_00793,ghsl_5929_cell_00794,1000.0
ghsl_5929_cell_00793,ghsl_5929_cell_00857,1414.2
ghsl_5929_cell_00793,ghsl_5929_cell_00858,1000.0
ghsl_5929_cell_00793,ghsl_5929_cell_00859,1414.2
ghsl_5929_cell_00794,ghsl_5929_cell_00731,1414.2
ghsl_5929_cell_00794,ghsl_5929_cell_00732,1000.0
ghsl_5929_cell_00794,ghsl_5929_cell_00733,1414.2
ghsl_5929_cell_00794,ghsl_5929_cell_00793,1000.0
ghsl_5929_cell_00794,ghsl_5929_cell_00795,1000.0
ghsl_5929_cell_00794,ghsl_5929_cell_00858,1414.2
ghsl_5929_cell_00794,ghsl_5929_cell_00859,1000.0
ghsl_5929_cell_00794,ghsl_5929_cell_00860,1414.2
ghsl_5929_cell_00795,ghsl_5929_cell_00732,1414.2
ghsl_5929_cell_00795,ghsl_5929_cell_00733,1000.0
ghsl_5929_cell_00795,ghsl_5929_cell_00734,1414.2
ghsl_5929_cell_00795,ghsl_5929_cell_00794,1000.0
ghsl_5929_cell_00795,ghsl_5929_cell_00796,1000.0
ghsl_5929_cell_00795,ghsl_5929_cell_00859,1414.2
ghsl_5929_cell_00795,ghsl_5929_cell_00860,1000.0
ghsl_5929_cell_00795,ghsl_5929_cell_00861,1414.2
ghsl_5929_cell_00796,ghsl_5929_cell_00733,1414.2
ghsl_5929_cell_00796,ghsl_5929_cell_00734,1000.0
ghsl_5929_cell_00796,ghsl_5929_cell_00735,1414.2
ghsl_5929_cell_00796,ghsl_5929_cell_00795,1000.0
ghsl_5929_cell_00796,ghsl_5929_cell_00797,1000.0
ghsl_5929_cell_00796,ghsl_5929_cell_00860,1414.2
ghsl_5929_cell_00796,ghsl_5929_cell_00861,1000.0
ghsl_5929_cell_00796,ghsl_5929_cell_00862,1414.2
ghsl_5929_cell_00797,ghsl_5929_cell_00734,1414.2
ghsl_5929_cell_00797,ghsl_5929_cell_00735,1000.0
ghsl_5929_cell_00797,ghsl_5929_cell_00736,1414.2
ghsl_5929_cell_00797,ghsl_5929_cell_00796,1000.0
ghsl_5929_cell_00797,ghsl_5929_cell_00798,1000.0
ghsl_5929_cell_00797,ghsl_5929_cell_00861,1414.2
ghsl_5929_cell_00797,ghsl_5929_cell_00862,1000.0
ghsl_5929_cell_00797,ghsl_5929_cell_00863,1414.2
ghsl_5929_cell_00798,ghsl_5929_cell_00735,1414.2
ghsl_5929_cell_00798,ghsl_5929_cell_00736,1000.0
ghsl_5929_cell_00798,ghsl_5929_cell_00737,1414.2
ghsl_5929_cell_00798,ghsl_5929_cell_00797,1000.0
ghsl_5929_cell_00798,ghsl_5929_cell_00799,1000.0
ghsl_5929_cell_00798,ghsl_5929_cell_00862,1414.2
ghsl_5929_cell_00798,ghsl_5929_cell_00863,1000.0
ghsl_5929_cell_00798,ghsl_5929_cell_00864,1414.2
ghsl_5929_cell_00799,ghsl_5929_cell_00736,1414.2
ghsl_5929_cell_00799,ghsl_5929_cell_00737,1000.0
ghsl_5929_cell_00799,ghsl_5929_cell_00738,1414.2
ghsl_5929_cell_00799,ghsl_5929_cell_00798,1000.0
ghsl_5929_cell_00799,ghsl_5929_cell_00800,1000.0
ghsl_5929_cell_00799,ghsl_5929_cell_00863,1414.2
ghsl_5929_cell_00799,ghsl_5929_cell_00864,1000.0
ghsl_5929_cell_00799,ghsl_5929_cell_00865,1414.2
ghsl_5929_cell_00800,ghsl_5929_cell_00737,1414.2
ghsl_5929_cell_00800,ghsl_5929_cell_00738,1000.0
ghsl_5929_cell_00800,ghsl_5929_cell_00739,1414.2
ghsl_5929_cell_00800,ghsl_5929_cell_00799,1000.0
ghsl_5929_cell_00800,ghsl_5929_cell_00801,1000.0
ghsl_5929_cell_00800,ghsl_5929_cell_00864,1414.2
ghsl_5929_cell_00800,ghsl_5929_cell_00865,1000.0
ghsl_5929_cell_00800,ghsl_5929_cell_00866,1414.2
ghsl_5929_cell_00801,ghsl_5929_cell_00738,1414.2
ghsl_5929_cell_00801,ghsl_5929_cell_00739,1000.0
ghsl_5929_cell_00801,ghsl_5929_cell_00740,1414.2
ghsl_5929_cell_00801,ghsl_5929_cell_00800,1000.0
ghsl_5929_cell_00801,ghsl_5929_cell_00802,1000.0
ghsl_5929_cell_00801,ghsl_5929_cell_00865,1414.2
ghsl_5929_cell_00801,ghsl_5929_cell_00866,1000.0
ghsl_5929_cell_00801,ghsl_5929_cell_00867,1414.2
ghsl_5929_cell_00802,ghsl_5929_cell_00739,1414.2
ghsl_5929_cell_00802,ghsl_5929_cell_00740,1000.0
ghsl_5929_cell_00802,ghsl_5929_cell_00741,1414.2
ghsl_5929_cell_00802,ghsl_5929_cell_00801,1000.0
ghsl_5929_cell_00802,ghsl_5929_cell_00803,1000.0
ghsl_5929_cell_00802,ghsl_5929_cell_00866,1414.2
ghsl_5929_cell_00802,ghsl_5929_cell_00867,1000.0
ghsl_5929_cell_00802,ghsl_5929_cell_00868,1414.2
ghsl_5929_cell_00803,ghsl_5929_cell_00740,1414.2
ghsl_5929_cell_00803,ghsl_5929_cell_00741,1000.0
ghsl_5929_cell_00803,ghsl_5929_cell_00742,1414.2
ghsl_5929_cell_00803,ghsl_5929_cell_00802,1000.0
ghsl_5929_cell_00803,ghsl_5929_cell_00804,1000.0
ghsl_5929_cell_00803,ghsl_5929_cell_00867,1414.2
ghsl_5929_cell_00803,ghsl_5929_cell_00868,1000.0
ghsl_5929_cell_00803,ghsl_5929_cell_00869,1414.2
ghsl_5929_cell_00804,ghsl_5929_cell_00741,1414.2
ghsl_5929_cell_00804,ghsl_5929_cell_00742,1000.0
ghsl_5929_cell_00804,ghsl_5929_cell_00743,1414.2
ghsl_5929_cell_00804,ghsl_5929_cell_00803,1000.0
ghsl_5929_cell_00804,ghsl_5929_cell_00805,1000.0
ghsl_5929_cell_00804,ghsl_5929_cell_00868,1414.2
ghsl_5929_cell_00804,ghsl_5929_cell_00869,1000.0
ghsl_5929_cell_00804,ghsl_5929_cell_00870,1414.2
ghsl_5929_cell_00805,ghsl_5929_cell_00742,1414.2
ghsl_5929_cell_00805,ghsl_5929_cell_00743,1000.0
ghsl_5929_cell_00805,ghsl_5929_cell_00744,1414.2
ghsl_5929_cell_00805,ghsl_5929_cell_00804,1000.0
ghsl_5929_cell_00805,ghsl_5929_cell_00806,1000.0
ghsl_5929_cell_00805,ghsl_5929_cell_00869,1414.2
ghsl_5929_cell_00805,ghsl_5929_cell_00870,1000.0
ghsl_5929_cell_00805,ghsl_5929_cell_00871,1414.2
ghsl_5929_cell_00806,ghsl_5929_cell_00743,1414.2
ghsl_5929_cell_00806,ghsl_5929_cell_00744,1000.0
ghsl_5929_cell_00806,ghsl_5929_cell_00745,1414.2
ghsl_5929_cell_00806,ghsl_5929_cell_00805,1000.0
ghsl_5929_cell_00806,ghsl_5929_cell_00807,1000.0
ghsl_5929_cell_00806,ghsl_5929_cell_00870,1414.2
ghsl_5929_cell_00806,ghsl_5929_cell_00871,1000.0
ghsl_5929_cell_00806,ghsl_5929_cell_00872,1414.2
ghsl_5929_cell_00807,ghsl_5929_cell_00744,1414.2
ghsl_5929_cell_00807,ghsl_5929_cell_00745,1000.0
ghsl_5929_cell_00807,ghsl_5929_cell_00806,1000.0
ghsl_5929_cell_00807,ghsl_5929_cell_00808,1000.0
ghsl_5929_cell_00807,ghsl_5929_cell_00871,1414.2
ghsl_5929_cell_00807,ghsl_5929_cell_00872,1000.0
ghsl_5929_cell_00807,ghsl_5929_cell_00873,1414.2
ghsl_5929_cell_00808,ghsl_5929_cell_00745,1414.2
ghsl_5929_cell_00808,ghsl_5929_cell_00807,1000.0
ghsl_5929_cell_00808,ghsl_5929_cell_00809,1000.0
ghsl_5929_cell_00808,ghsl_5929_cell_00872,1414.2
ghsl_5929_cell_00808,ghsl_5929_cell_00873,1000.0
ghsl_5929_cell_00808,ghsl_5929_cell_00874,1414.2
ghsl_5929_cell_00809,ghsl_5929_cell_00808,1000.0
ghsl_5929_cell_00809,ghsl_5929_cell_00810,1000.0
ghsl_5929_cell_00809,ghsl_5929_cell_00873,1414.2
ghsl_5929_cell_00809,ghsl_5929_cell_00874,1000.0
ghsl_5929_cell_00809,ghsl_5929_cell_00875,1414.2
ghsl_5929_cell_00810,ghsl_5929_cell_00809,1000.0
ghsl_5929_cell_00810,ghsl_5929_cell_00874,1414.2
ghsl_5929_cell_00810,ghsl_5929_cell_00875,1000.0
ghsl_5929_cell_00810,ghsl_5929_cell_00876,1414.2
ghsl_5929_cell_00811,ghsl_5929_cell_00746,1000.0
ghsl_5929_cell_00811,ghsl_5929_cell_00747,1414.2
ghsl_5929_cell_00811,ghsl_5929_cell_00812,1000.0
ghsl_5929_cell_00811,ghsl_5929_cell_00878,1000.0
ghsl_5929_cell_00811,ghsl_5929_cell_00879,1414.2
ghsl_5929_cell_00812,ghsl_5929_cell_00746,1414.2
ghsl_5929_cell_00812,ghsl_5929_cell_00747,1000.0
ghsl_5929_cell_00812,ghsl_5929_cell_00748,1414.2
ghsl_5929_cell_00812,ghsl_5929_cell_00811,1000.0
ghsl_5929_cell_00812,ghsl_5929_cell_00813,1000.0
ghsl_5929_cell_00812,ghsl_5929_cell_00878,1414.2
ghsl_5929_cell_00812,ghsl_5929_cell_00879,1000.0
ghsl_5929_cell_00812,ghsl_5929_cell_00880,1414.2
ghsl_5929_cell_00813,ghsl_5929_cell_00747,1414.2
ghsl_5929_cell_00813,ghsl_5929_cell_00748,1000.0
ghsl_5929_cell_00813,ghsl_5929_cell_00749,1414.2
ghsl_5929_cell_00813,ghsl_5929_cell_00812,1000.0
ghsl_5929_cell_00813,ghsl_5929_cell_00814,1000.0
ghsl_5929_cell_00813,ghsl_5929_cell_00879,1414.2
ghsl_5929_cell_00813,ghsl_5929_cell_00880,1000.0
ghsl_5929_cell_00813,ghsl_5929_cell_00881,1414.2
ghsl_5929_cell_00814,ghsl_5929_cell_00748,1414.2
ghsl_5929_cell_00814,ghsl_5929_cell_00749,1000.0
ghsl_5929_cell_00814,ghsl_5929_cell_00750,1414.2
ghsl_5929_cell_00814,ghsl_5929_cell_00813,1000.0
ghsl_5929_cell_00814,ghsl_5929_cell_00815,1000.0
ghsl_5929_cell_00814,ghsl_5929_cell_00880,1414.2
ghsl_5929_cell_00814,ghsl_5929_cell_00881,1000.0
ghsl_5929_cell_00814,ghsl_5929_cell_00882,1414.2
ghsl_5929_cell_00815,ghsl_5929_cell_00749,1414.2
ghsl_5929_cell_00815,ghsl_5929_cell_00750,1000.0
ghsl_5929_cell_00815,ghsl_5929_cell_00751,1414.2
ghsl_5929_cell_00815,ghsl_5929_cell_00814,1000.0
ghsl_5929_cell_00815,ghsl_5929_cell_00816,1000.0
ghsl_5929_cell_00815,ghsl_5929_cell_00881,1414.2
ghsl_5929_cell_00815,ghsl_5929_cell_00882,1000.0
ghsl_5929_cell_00815,ghsl_5929_cell_00883,1414.2
ghsl_5929_cell_00816,ghsl_5929_cell_00750,1414.2
ghsl_5929_cell_00816,ghsl_5929_cell_00751,1000.0
ghsl_5929_cell_00816,ghsl_5929_cell_00752,1414.2
ghsl_5929_cell_00816,ghsl_5929_cell_00815,1000.0
ghsl_5929_cell_00816,ghsl_5929_cell_00817,1000.0
ghsl_5929_cell_00816,ghsl_5929_cell_00882,1414.2
ghsl_5929_cell_00816,ghsl_5929_cell_00883,1000.0
ghsl_5929_cell_00816,ghsl_5929_cell_00884,1414.2
